Name,Score,Genres,English name,Type,Episodes,Aired,Studios,Source,Ranked,Popularity,sypnopsis,pop_group,rank_group,NumScores,new_anime_index,title,anime_url
Hyakko,7.26,"Comedy, School, Slice of Life",Unknown,TV,Short-med,Modern,Nippon Animation,Manga,2525,2524,"On their first day of high school shy Ayumi Nonomura and taciturn Tatsuki Iizuka become lost on the immense campus of Kamizono Academy. An irresistible force of nature named Torako Kageyama accompanied by her best friend Suzume Saotome appears in front of them. Led, sometimes pushed, by Torako, the girls and their classmates work through problems of school, home and adolescence.",Top100+,Top100+,18879,3248,Hyakko,https://myanimelist.net/anime/4550/Hyakko
Koukaku Kidoutai Arise: Alternative Architecture,7.26,"Sci-Fi, Police, Psychological, Mecha",Ghost in the Shell:Arise - Alternative Architecture,TV,Short,New,Production I.G,Manga,2532,2650,"TV anime version of Ghost in the Shell: Arise. The first eight episodes are an edited version of the four movies while the last two features a new arc called ""Pyrophoric Cult."" The plot involves the ""Fire Starter"" virus explored previously, and introduces the new character Pyromania. The episode will have ties to the upcoming film. (Source: Wikipedia)",Top100+,Top100+,12868,8917,Koukaku Kidoutai Arise: Alternative Architecture,https://myanimelist.net/anime/29325/Koukaku_Kidoutai_Arise__Alternative_Architecture
Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,"Mystery, Comedy, Kids",Unknown,TV,Med-long,New,LIDENFILMS,Game,2538,4360,"Professor Layton's daughter, Katrielle Layton, runs the Layton Detective Agency together with the talking dog Sherl and her assistant Ernest, and solves strange cases that happen everyday in London. Originally, she started the job with the purpose of finding her father, Hershel Layton, who had disappeared suddenly, but her incredible ability to solve puzzles made her well-known and she receives numerous requests. (Source: Layton Wiki)",Top100+,Top100+,2811,12692,Layton Mystery Tanteisha: Katri no Nazotoki File,https://myanimelist.net/anime/37023/Layton_Mystery_Tanteisha__Katri_no_Nazotoki_File
Kidou Tenshi Angelic Layer,7.26,"Sci-Fi, Comedy, Sports, Drama, Shounen",Battle Doll Angelic Layer,TV,Med,Old,Bones,Manga,2529,2232,"12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.",Top100+,Top100+,26436,33,Kidou Tenshi Angelic Layer,https://myanimelist.net/anime/52/Kidou_Tenshi_Angelic_Layer
Rewrite 2nd Season,7.26,"Action, Military, Comedy, Supernatural, Romance, Fantasy",Rewrite:Moon and Terra,TV,Short,New,8bit,Visual novel,2543,1512,The second season of the Rewrite series which adapts Moon and Terra routes.,Top100+,Top100+,41047,11075,Rewrite 2nd Season,https://myanimelist.net/anime/34126/Rewrite_2nd_Season
Kono Bijutsubu ni wa Mondai ga Aru!,7.26,"Comedy, Romance, School, Seinen",This Art Club Has a Problem!,TV,Short,New,feel.,Manga,2531,690,"zuki Usami is a passionate member of her school's art club, but the club has a problem—Usami is the only member who takes her craft seriously! The lazy club president constantly sleeps through activities and Collette hasn't regularly attended club activities in quite some time. Uchimaki Subaru, despite being an exceptional artist who could win an award if he tried, is obsessed with drawing the perfect 2D wife. Light-hearted and comedic in tone, Kono Bijutsubu ni wa Mondai ga Aru! follows Usami as she struggles to do art club-like activities, often obstructed by her motley crew of good-for-nothings and her distracting crush on Subaru.",Top100+,Top100+,93289,10059,Kono Bijutsubu ni wa Mondai ga Aru!,https://myanimelist.net/anime/31952/Kono_Bijutsubu_ni_wa_Mondai_ga_Aru
Koutetsujou no Kabaneri,7.26,"Action, Horror, Supernatural, Drama, Fantasy",Kabaneri of the Iron Fortress,TV,Short,New,Wit Studio,Original,2532,181,"The world is in the midst of the industrial revolution when horrific creatures emerge from a mysterious virus, ripping through the flesh of humans to sate their never-ending appetite. The only way to kill these beings, known as ""Kabane,"" is by destroying their steel-coated hearts. However, if bitten by one of these monsters, the victim is doomed to a fate worse than death, as the fallen rise once more to join the ranks of their fellow undead. Only the most fortified of civilizations have survived this turmoil, as is the case with the island of Hinomoto, where mankind has created a massive wall to protect themselves from the endless hordes of Kabane. The only way into these giant fortresses is via heavily-armored trains, which are serviced and built by young men such as Ikoma. Having created a deadly weapon that he believes will easily pierce through the hearts of Kabane, Ikoma eagerly awaits the day when he will be able to fight using his new invention. Little does he know, however, that his chance will come much sooner than he expected...",Top100+,Top100+,325981,8779,Koutetsujou no Kabaneri,https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri
Uragiri wa Boku no Namae wo Shitteiru,7.26,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",The Betrayal Knows My Name,TV,Short-med,Recent,J.C.Staff,Manga,2550,1622,"Growing up as an orphan, Yuki Sakurai questions his reason for living and ability to see a person's painful memory by simply touching them. After receiving anonymous notes telling him to die, Yuki is unable to shake off the nagging feeling forming inside of him. Unbeknownst to him, he is being watched, both by people who want to harm him and those who want to protect him. One foggy night, Yuki's life is saved by a beautiful man with silver eyes and jet black hair—a man he has never met before yet seems familiar. With the arrival of this mysterious stranger, Yuki's forgotten past has been awakened and the purpose of his existence has appeared before him. Uragiri wa Boku no Namae wo Shitteiru tells the story of a teenage boy as he discovers who he is and where he comes from—all while making friends, experiencing betrayal, and slowly piecing together the puzzle of his past.",Top100+,Top100+,33299,4207,Uragiri wa Boku no Namae wo Shitteiru,https://myanimelist.net/anime/7058/Uragiri_wa_Boku_no_Namae_wo_Shitteiru
Brigadoon: Marin to Melan,7.26,"Adventure, Comedy, Drama, Mecha, Sci-Fi",Brigadoon,TV,Med,Old,Sunrise,Original,2519,4841,"arin is a typical junior high school girl with a sunny disposition and a loving adoptive family. Her life takes a drastic change when a mysterious mirage is seen in the sky above the entire earth. Killer androids called Monomakia descend to earth from the formation in the sky called Brigadoon and begin to hunt down little Marin. She discovers a blue bottle in a shrine as she seeks escape and from the bottle comes a protector, a sword carrying gun slinging alien called Melan Blue, together they must save the earth and deal with family crisis, school prejudice and the police and come to an understanding of Marins past and Melans unexplained mission, as well as learn to trust each other. Set in 1969 Japan with a colorful cast of friends and enemies. (Source: ANN)",Top100+,Top100+,2566,1261,Brigadoon: Marin to Melan,https://myanimelist.net/anime/1450/Brigadoon__Marin_to_Melan
Dotto Koni-chan,7.26,Comedy,.Koni-chan,TV,Med,Old,Shaft,Original,2522,7929,"Koni (whose character is based on the famous Sumo-wrestler) and his gang have lots of crazy and incoherent adventures in their town. From fighting with their ""Lovely-Teacher"" and dealing with Samurai fish, to confirming if ""The Armored-Guy's"" wife has an affair and saving the world, Koni, High, Moro, Nari and Afro, the Afro-dog, do the craziest and funniest things to have fun. (Source: ANN)",Top100+,Top100+,1258,1463,Dotto Koni-chan,https://myanimelist.net/anime/1684/Dotto_Koni-chan
Beelzebub-jou no Okinimesu mama.,7.26,"Comedy, Demons, Fantasy, Romance, Shounen",As Miss Beelzebub Likes.,TV,Short,New,LIDENFILMS,4-koma manga,2518,1893,"ccording to legend, Beelzebub, one of the seven princes of Hell, betrayed God and was banished from Heaven for eternity. Beelzebub now leads the kingdom of Pandemonium, where all former angels roam and work every single day of their immortal lives. A devil like him would give people chills at the mere mention of his name, but… What if Beelzebub is not as evil as initially thought? What if he was obsessed with fluffy things? And what if Beelzebub is actually a woman? That is what new assistant Myurin discovers when he is hired to serve Her Majesty Beelzebub. She may know exactly what to do to keep Pandemonium running like clockwork, but whenever she leaves the professionalism of the office, the girl needs some assistance in order to function like a normal…devil. As much as Myurin can’t stand being unprofessional, he is secretly obsessed with her adorable antics, and his new job teaches him that everything is not exactly what it seems, especially with the other head devils of Pandemonium.",Top100+,Top100+,25012,13109,Beelzebub-jou no Okinimesu mama.,https://myanimelist.net/anime/37716/Beelzebub-jou_no_Okinimesu_mama
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,7.26,"Action, Sci-Fi, Harem, Space, Comedy, Shounen",Unknown,OVA,One episode,Modern,AIC,Original,2551,4897,"fter a 'modified' ending to the Choubimaru incident, the punishments for the offending parties is metted-out, as well as a surprise marriage proposal by Misao to Mashisu. It almost didn't happen... until Mihoshi and Misao's mother Mitoto steps in and gives her and her family's approval, much to the dismay of FORMER G.P. Marshall Minami Kuramitsu. Otherwise, life goes on as usual for the Masaki clan. But soon when the question of how Tenchi's mother had died is presented, the answer nearly causes a rift between Tenchi, his father and his grandfather, for which only Tenchi's future mother-in-law Rea can solve... as well as the resolution of Noike's unusual secret. (Source: ANN)",Top100+,Top100+,4682,1015,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,https://myanimelist.net/anime/1147/Tenchi_Muyou_Ryououki_3rd_Season__Tenchi_Seirou_naredo_Namitakashi
Mazinger Z,7.26,"Action, Drama, Mecha, Sci-Fi, Shounen",Mazinger Z,TV,Med-long,Very old,Toei Animation,Manga,2534,4426,"The villainous Dr. Hell has amassed an army of mechanical beasts in his secret hideaway, the island of Bardos located in the Aegean Sea. He is capable of controlling mechanized beasts with his cane, and instructs them to unleash devastating attacks. However, Dr. Hell doesn't do all the dirty work by himself; he has his loyal henchman Baron Ashura to carry out his devilish plans. There are also those that will see to it that evil does not prevail. Kouji Kabuto is the young and feisty teenager with a score to settle: his goal is avenging the murder of his grandfather by Dr. Hell. And he might just be able to pull it off, as he is the pilot of Mazinger Z, a mighty giant robot made out of an indestructible metal known as Super-Alloy Z. Mazinger Z boasts several powerful special attacks. By channeling Photonic Energy through its eyes, and unleashing the Koushiryoku Beam, it can cause great destruction. But things get really cool when Mazinger Z launches its Rocket Punch attack. Dr. Hell and his minions might have just found their match!",Top100+,Top100+,4960,1953,Mazinger Z,https://myanimelist.net/anime/2253/Mazinger_Z
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,7.26,"Fantasy, Supernatural",Unknown,OVA,One episode,Recent,Diomedéa,Light novel,2552,1759,"Izayoi, Asuka, and You have been invited to participate in a Gift-Game at a hot spring village to help the small community there find a new water source. OVA bundled with the eighth volume of the light novel.",Top100+,Top100+,42122,6530,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,https://myanimelist.net/anime/16444/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_Desu_yo__Onsen_Manyuuki
Dantalian no Shoka,7.26,"Action, Mystery, Historical, Supernatural",The Mystic Archives of Dantalian,TV,Short,Recent,Gainax,Light novel,2521,1173,"Six months ago, Lord Hugh Anthony Disward, also known as Huey, lost his eccentric grandfather, Sir Wesley Disward, who was a renowned collector of rare books. His grandfather's will states that, in order to inherit his manor and everything inside it, he must take guardianship over the Bibliotheca Mystica de Dantalian—an archive that contains forbidden knowledge—and also take care of a mysterious girl called Dalian. As Huey settles into the manor, an old rival of his grandfather's arranges a meeting with him. Dalian, knowing the rival to be Wesley's killer, tags along and discovers that the murderer is in possession of a Phantom Book—a cursed tome that Wesley tried to seal away. When the book puts the two in danger, Huey discovers that the Bibliotheca Mystica de Dantalian and Dalian are one and the same, and she entrusts Huey with the key to unlocking the knowledge stored within her. Together, Dalian and Huey seal the book away, and thus begins an unlikely partnership as they solve mysteries caused by other Phantom Books.",Top100+,Top100+,51317,4835,Dantalian no Shoka,https://myanimelist.net/anime/8915/Dantalian_no_Shoka
GJ-bu@,7.26,"Comedy, School, Slice of Life",Unknown,Special,One episode,Recent,Doga Kobo,Light novel,2525,2861,"During the school's spring break, Kyouya ""Kyoro"" Shinomiya has once again been kidnapped. Upon release, he finds himself in the GJ Club room, together with his captors, the cute GJ club members. At first glance, Kyoro does not see anything out of the ordinary in the club room, but as he gazes out of the window, he realizes that they are no longer in Japan but in New York!",Top100+,Top100+,17306,7521,GJ-bu@,https://myanimelist.net/anime/21635/GJ-bu
Air Movie,7.26,"Drama, Romance, Supernatural",Air:The Motion Picture,Movie,One episode,Modern,Toei Animation,Visual novel,2528,2122,"Centuries ago, Kanna, a princess and the last of a winged race, was held prisoner in a castle as she was feared by the rest of the world. However, when she met a soldier named Ryuuya, she fell in love with him and told him of her wishes to see the outside world and to find her mother. Ryuuya attempted to fulfill these wishes. However, his efforts were in vain as Kanna was sealed in the sky through magic and cursed to be in pain for all eternity. Hundreds of years later, Yukito, a decendant of Ryuuya, comes to a quiet town one week before their annual festival with hopes that he can make some money. However, when he meets an unusual girl called Misuzu, he is reminded of what his mother once told him—""When you go out on your journey, if you find the winged girl's re-incarnation, you must use your power to set her free."" Yukito and Misuzu's fates soon become intertwined with each other, with each developing feelings for the other. However when Yukito realizes Misuzu's connection to the past, he must decide on whether to leave, or to attempt to break the curse that has bound Kanna in centuries of pain.",Top100+,Top100+,30284,644,Air Movie,https://myanimelist.net/anime/713/Air_Movie
Kaze no Stigma,7.26,"Action, Magic, Romance, Fantasy, Shounen",Kaze no Stigma,TV,Short-med,Modern,Gonzo,Light novel,2527,353,"Kazuma Yagami is a user of ""Fuujutsu,"" the ability to control the wind. He returns to his old home, the noble Kannagi household, after being banished four years ago for his inability to control fire and his subsequent defeat in a duel at the hands of his younger cousin, Ayano Kannagi. Returning after such a brutal exile already gives rise to many conflicts, but to make matters worse, several Kannagi family members have recently been murdered with Fuujutsu. This leads the Kannagi family, including the hot-headed Ayano, to suspect Kazuma as the culprit. Now, Kazuma must not only clear his name, but also aid the family he shares a mutual hatred with, in order to discover the true identity of the killer.",Top100+,Top100+,200591,1469,Kaze no Stigma,https://myanimelist.net/anime/1691/Kaze_no_Stigma
Selector Infected WIXOSS,7.26,"Game, Psychological",selector infected WIXOSS,TV,Short,Recent,J.C.Staff,Card game,2548,1153,"Things are not always what they seem. This is especially true for Ruuko Kominato, when she receives a deck of cards for the popular card game WIXOSS, only to find a girl trapped inside her LRIG, or avatar card. Upon meeting others in the same situation, Ruuko discovers that she has now become a ""Selector,"" a player in a special version of WIXOSS where girls can battle each other for a chance to have their deepest desires come true. However, there is a catch. In contrast to the glory that awaits them after their victories, there is a cruel fate: if they lose three times, their lives will be destroyed. In an ominous game filled with lies and deceit, Ruuko and her newfound friends must uncover the secrets behind WIXOSS and realize what is truly most important to them before it is too late.",Top100+,Top100+,56347,7655,Selector Infected WIXOSS,https://myanimelist.net/anime/22273/Selector_Infected_WIXOSS
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,7.26,"Adventure, Mystery, Comedy, Police, Shounen",Unknown,OVA,One episode,Modern,TMS Entertainment,Manga,2534,4583,"Conan Edogawa and his classmates are assigned to do a class report about a small business of their choice. After discarding other possible topics, the Detective Boys concludes that it's a perfect opportunity to find out more about Detective Kogorou Mouri's job. Conan's friends refuse to settle for a simple interview though, as they want to experience first-hand all the details of his work. Thus, they, along with a reluctant Conan and Ai Haibara, decide to tail the renowned detective for a day. However, the kids soon get involved in a grim situation when Kogorou's current case takes an unexpected and dangerous turn.",Top100+,Top100+,5997,2122,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,https://myanimelist.net/anime/2515/Detective_Conan_OVA_05__The_Target_is_Kogoro_The_Detective_Boys_Secret_Investigation
Hoozuki no Reitetsu 2nd Season OVA,7.26,"Comedy, Demons, Supernatural, Fantasy, Seinen",Unknown,OVA,Short,New,Pine Jam,Manga,2524,7413,"Bundled with the limited editions of 29th, 30th, and 31st volumes of the Hoozuki no Reitetsu manga. OVA 3 will be streamed in advance on September 1, 2020. OVA 3 will officially be released with volume 31 of the manga on September 23 2020.",Top100+,Top100+,360,14236,Hoozuki no Reitetsu 2nd Season OVA,https://myanimelist.net/anime/39538/Hoozuki_no_Reitetsu_2nd_Season_OVA
Chuunibyou demo Koi ga Shitai! Lite,7.26,"Comedy, School","Love, Chunibyo & Other Delusions!:Chuni-Shorts",ONA,Short,Recent,Kyoto Animation,Light novel,2520,1306,Short episodes aired on KyoAni's official YouTube channel.,Top100+,Top100+,60183,6403,Chuunibyou demo Koi ga Shitai! Lite,https://myanimelist.net/anime/15687/Chuunibyou_demo_Koi_ga_Shitai_Lite
Plastic Neesan,7.26,"Comedy, School, Seinen",Unknown,ONA,Short,Recent,TYO Animations,Manga,2542,924,"Iroe Genma is a third-year high school student often referred to as ""Elder Sister"" despite her short height. This troublemaking teenager is the president of her school's Model Club, which is dedicated to building plastic models of various objects and structures, such as cars, boats, and even robots. Joined by her two underclassmen, the violent Hazuki ""Okappa"" Okamoto and the rational Makina ""Makimaki"" Sakamaki, the small group aims to carry out their club duties but are often sidetracked by a myriad of distractions. From battles between club members to lessons on how to confess to your crush, these three schoolgirls get caught up in all sorts of wacky, and downright outrageous situations!",Top100+,Top100+,85716,5521,Plastic Neesan,https://myanimelist.net/anime/10711/Plastic_Neesan
Seikai no Senki Special,7.26,"Action, Military, Romance, Sci-Fi, Space",Unknown,Special,One episode,Old,Sunrise,Light novel,2542,7827,compilation of the Seikai no Senki Tokubetsuhens series with additional footage.,Top100+,Top100+,1065,363,Seikai no Senki Special,https://myanimelist.net/anime/399/Seikai_no_Senki_Special
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.26,"Adventure, Comedy, Shounen","Ranma ½:Big Trouble in Nekonron, China",Movie,One episode,Very old,Unknown,Manga,2519,3804,"ll is well at the Tendo residence when from out of nowhere, a Chinese girl named Lychee appears, seeking revenge on Happosai for a broken promise made since her birth. Things get worse when Kirin and the Seven Lucky Gods appear and abduct Akane to take as his wife. Ranma and the gang must travel to Nekonron, China, and save Akane from getting married to Kirin. (Source: ANN)",Top100+,Top100+,10022,379,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,https://myanimelist.net/anime/418/Ranma_½__Chuugoku_Nekonron_Daikessen_Okite_Yaburi_no_Gekitou-hen
Tiger Mask,7.26,"Action, Drama, Shounen, Sports",Tiger Mask,TV,Long,Very old,Toei Animation,Manga,2548,5394,"Tiger Mask (whose real name was Naoto Date) was a feared heel wrestler in America who was extremely vicious in the ring. However, he became a face after returning to Japan when a young boy said that he wanted to be a villain like Tiger Mask when he grew up. The boy resided in an orphanage, the same one that Tiger Mask grew up in during his childhood. Feeling that he did not want the boy to idolize a villain, Tiger was inspired to be a heroic wrestler. The main antagonist in the manga and anime was Tigers' Den, a mysterious organization that trained young people to be villainous heel wrestlers on the condition that they gave half of their earnings to the organization. Tiger Mask was once a member of Tigers' Den under the name ""Yellow Devil"", but no longer wanted anything to do with them, instead donating his money to the orphanage. This infuriated the leader of the organization and he sent numerous assassins, including other professional wrestlers, to punish him. (Source: Wikipedia)",Top100+,Top100+,3172,2503,Tiger Mask,https://myanimelist.net/anime/3009/Tiger_Mask
Kyoushoku Soukou Guyver (2005),7.26,"Adventure, Sci-Fi, Shounen",Unknown,TV,Med,Modern,OLM,Manga,2535,3777,"Sho Fukamachi, a normal teenager accidentally found an alien object called Unit and thus, changed his life forever. The Unit bonded with Sho, resulting in an incredibly powerful life-form called Guyver. With this great power, Sho battles the mysterious Chronos organization and it's Zoanoids, in order to protect his friends and his world. Unknown to Sho, the battle against Chronos will lead to the discovery of the origins of human, their destiny, and the Creators... (Source: ANN)",Top100+,Top100+,8215,1203,Kyoushoku Soukou Guyver (2005),https://myanimelist.net/anime/1374/Kyoushoku_Soukou_Guyver_2005
Amagami SS OVA,7.26,"Romance, School",Amagami SS,OVA,Short,Recent,AIC,Visual novel,2517,2319,"ccording to the official website, two-volume OVA of Amagami SS will be distributed to those who purchase all the volumes of the DVD/Blu-rays of the TV series. The first volume will carry three short episodes of Haruka, Kaoru and Sae. The second volume will contain Ai, Rihoko and Tsukasa’s episodes.",Top100+,Top100+,25205,4904,Amagami SS OVA,https://myanimelist.net/anime/9117/Amagami_SS_OVA
Nazo no Kanojo X: Nazo no Natsu Matsuri,7.25,"Ecchi, Romance, Mystery, Seinen",Mysterious Girlfriend X:A Mysterious Summer Festival,OVA,One episode,Recent,Unknown,Manga,2577,2933,OVA released with the 9th volume of the manga.,Top100+,Top100+,17387,6030,Nazo no Kanojo X: Nazo no Natsu Matsuri,https://myanimelist.net/anime/13093/Nazo_no_Kanojo_X__Nazo_no_Natsu_Matsuri
Mitaiken Horizon,7.25,Music,Unknown,Music,One episode,New,Sunrise,Unknown,2583,8329,usic video included with the fourth single for the Love Live! Sunshine!! anime idol group Aqours.,Top100+,Top100+,882,14579,,
Doraemon: Obaachan no Omoide,7.25,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Doraemon:A Grandmother's Recollections,Movie,One episode,Old,Unknown,Unknown,2559,8930,"Nobita misses his granny that died a few years ago, so Doraemon takes Nobita to the past to see his grandmother one more time. But they face through a lot of things such as the younger selves of Nobita and his friends, and young Nobita's mother that doesn't recognize Nobita or Doraemon. (Source: Wikipedia)",Top100+,Top100+,955,2242,,
Little Nemo,7.25,"Adventure, Fantasy",Little Nemo:Adventures in Slumberland,Movie,One episode,Very old,Tokyo Movie Shinsha,Picture book,2580,5337,"Based on the classic Nemo comic strips by Winsor McCay. A pioneer of animation, McCay created the first Little Nemo animated movie in 1911. Hayao Miyazaki and Isao Takahata were attached to this project at first, but left due to ""creative differences."" Ray Bradbury is also thought to have left the project in its earlier stages. Little Nemo - Adventures in Slumberland is the first Japanese anime to receive a national (wide) U.S. theatrical release. (Source: ANN)",Top100+,Top100+,4194,1979,,
Sword Art Online,7.25,"Action, Game, Adventure, Romance, Fantasy",Sword Art Online,TV,Med,Recent,A-1 Pictures,Light novel,2584,4,"In the year 2022, virtual reality has progressed by leaps and bounds, and a massive online role-playing game called Sword Art Online (SAO) is launched. With the aid of ""NerveGear"" technology, players can control their avatars within the game using nothing but their own thoughts. Kazuto Kirigaya, nicknamed ""Kirito,"" is among the lucky few enthusiasts who get their hands on the first shipment of the game. He logs in to find himself, with ten-thousand others, in the scenic and elaborate world of Aincrad, one full of fantastic medieval weapons and gruesome monsters. However, in a cruel turn of events, the players soon realize they cannot log out; the game's creator has trapped them in his new world until they complete all one hundred levels of the game. In order to escape Aincrad, Kirito will now have to interact and cooperate with his fellow players. Some are allies, while others are foes, like Asuna Yuuki, who commands the leading group attempting to escape from the ruthless game. To make matters worse, Sword Art Online is not all fun and games: if they die in Aincrad, they die in real life. Kirito must adapt to his new reality, fight for his survival, and hopefully break free from his virtual hell.",Top-10,Top100+,1574372,5776,Sword Art Online,https://myanimelist.net/anime/11757/Sword_Art_Online
Uta no☆Prince-sama♪ Maji Love 2000%,7.25,"Comedy, Harem, Music, Romance, School, Shoujo",Uta no Prince Sama 2,TV,Short-med,Recent,A-1 Pictures,Visual novel,2562,1454,"Entering her Master's course, Nanami Haruka is facing an even more difficult time. And she isn't the only one. The main six members of Starish are assigned new seniors to watch over them! But the seniors aren't having the best attitudes about it. Watch Uta no☆Prince-sama♪ Maji Love 2000% and find yourself completely engaged in a whole new adventure mixed in with comedy and romance!",Top100+,Top100+,48406,5956,Uta no☆Prince-sama♪ Maji Love 2000%,https://myanimelist.net/anime/12711/Uta_no☆Prince-sama♪_Maji_Love_2000
C: The Money of Soul and Possibility Control,7.25,"Action, Mystery, Super Power, Thriller",[C] CONTROL - The Money and Soul of Possibility,TV,Short,Recent,Tatsunoko Production,Original,2564,582,"oney is power, and without it, life is meaningless. In a country whose economy is in shambles, second-year Economics university student Kimimaro Yoga understands this fact all too well, as he is surrounded by the relatively luxurious lives of his peers and struggling to make ends meet. However, his world is turned on its head when a stranger in a top hat arrives one late night at his door. Going by the name Masakaki, the visitor petitions Yoga to come to the Eastern Financial District, a place where money flows in abundance if one offers their ""future"" as collateral. Although reluctant, greed triumphs reason and Yoga accepts the offer; thus, taking on the mantle of an ""Entre."" But unbeknownst to him, the land of wealth he has entered is an alternate realm built in the likeness of his own, where Entres are forced to participate in weekly duels called ""Deals,"" with their collateral at stake. Pitted against his countrymen and fate, Yoga must quickly adapt in this new world if he hopes to protect his fortune and future—and discover just how much money is truly worth.",Top100+,Top100+,127781,5307,C: The Money of Soul and Possibility Control,https://myanimelist.net/anime/10163/C__The_Money_of_Soul_and_Possibility_Control
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,7.25,"Adventure, Mystery, Comedy, Shounen",Unknown,OVA,One episode,Old,TMS Entertainment,Manga,2567,3982,"suhiko Tsuburaya lends Conan Edogawa a massive amount of manga, which Conan starts reading, despite the overwhelming quantity. Elsewhere, Kogorou Mouri is asked by the Mine family to protect the treasured sword in their dojo, as Kaitou Kid has sent a note of his intent to steal it. Upon arriving at the dojo, Conan and the others meet Yaiba Kurogane. Together, they aim to thwart the phantom thief's plans. However, Conan begins to notice something strange about the case...",Top100+,Top100+,8986,1198,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,https://myanimelist.net/anime/1369/Detective_Conan_OVA_01__Conan_vs_Kid_vs_Yaiba
Nazo no Kanojo X,7.25,"Romance, School, Seinen",Mysterious Girlfriend X,TV,Short-med,Recent,Hoods Entertainment,Manga,2553,725,"Every girl is a mystery when you're a 16-year-old boy, but Mikoto Urabe is in another league. She carries scissors hidden in her panties. She sleeps on her desk every day. She seems to have no friends whatsoever. But none of that can compare to what happens when Tsubaki Akira decides on a whim to taste a drop of her drool while Urabe sleeps. From that moment onward, things between Urabe and Akira are never the same, and the mysterious girl slowly becomes Akira's mysterious girlfriend. Along with their friends Ueno Kouhei and Oka Ayuko, Akira and Urabe try and navigate the minefield of high school first romance and all the strange things that happen along the way.",Top100+,Top100+,100174,5908,Nazo no Kanojo X,https://myanimelist.net/anime/12467/Nazo_no_Kanojo_X
Spiral: Suiri no Kizuna,7.25,"Drama, Mystery, Shounen",Spiral:Bond of Reasoning,TV,Med,Old,J.C.Staff,Manga,2555,2340,"umu Narumi's older brother Kiyotaka, a renowned detective and piano player, disappears all of a sudden. The only clue Narumi has, are the Blade Children. Two years later a row of murders and incidents begin, relating to the Blade Children. Together with school journalist, Hiyono Yuizaki, Narumi tries to figure out their destiny. (Source: ANN)",Top100+,Top100+,21155,306,Spiral: Suiri no Kizuna,https://myanimelist.net/anime/341/Spiral__Suiri_no_Kizuna
Doraemon Movie 15: Nobita to Mugen Sankenshi,7.25,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Doraemon the Movie:Nobita's Three Visionary Swordsmen,Movie,One episode,Very old,Unknown,Unknown,2568,7376,"Tired of the daily life and being the weakest, slowest, and dumbest, Nobita seeks comfort in his dreams where, using Doraemon's tools, he sets out on a fantasy journey. But when Nobita's dream world gets threatened by an evil sorcerer, Nobita gathers his friends to join him in his dream to fight the evil as the Three Musketeers. (Source: ANN)",Top100+,Top100+,2208,2268,,
Cencoroll Connect,7.25,"Action, Sci-Fi",Unknown,Movie,One episode,New,Unknown,Original,2555,3000,The sequel to Cencoroll .,Top100+,Top100+,3880,5020,Cencoroll Connect,https://myanimelist.net/anime/9488/Cencoroll_Connect
Jormungand: Perfect Order Recap,7.25,"Action, Adventure, Seinen",Unknown,Special,One episode,Recent,White Fox,Manga,2577,4752,cap of season 1.,Top100+,Top100+,3764,6411,Jormungand: Perfect Order Recap,https://myanimelist.net/anime/15735/Jormungand__Perfect_Order_Recap
Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,7.25,"Comedy, Magic, Fantasy",Unknown,Special,One episode,New,Kyoto Animation,Light novel,2566,1769,Unaired episode bundled with the seventh Blu-ray and DVD volume of Amagi Brilliant Park .,Top100+,Top100+,42129,9334,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,https://myanimelist.net/anime/30206/Amagi_Brilliant_Park__Nonbirishiteiru_Hima_ga_Nai
Hetalia: The World Twinkle Specials,7.25,"Comedy, Historical, Parody",Unknown,Special,Short,New,Studio Deen,Manga,2563,5918,Extra episodes included in the DVD volumes of Hetalia: The World Twinkle .,Top100+,Top100+,2144,9740,Hetalia: The World Twinkle Specials,https://myanimelist.net/anime/31158/Hetalia__The_World_Twinkle_Specials
