,MAL_ID,Name,Score,Genres,English name,Type,Episodes,Aired,Studios,Source,Ranked,Popularity,sypnopsis,pop_group,rank_group,NumScores,new_anime_index
4942,9252,Break Blade 3: Kyoujin no Ato,7.81,"Action, Military, Fantasy, Mecha, Shounen",Broken Blade 3,Movie,One episode,Recent,"Production I.G, Xebec",Manga,805.0,2137,Third Break Blade movie.,Top100+,Top100+,33609.0,4942
1366,1571,Ghost Hunt,7.81,"Mystery, Comedy, Horror, Supernatural, Shoujo",Ghost Hunt,TV,Med,Modern,J.C.Staff,Light novel,811.0,766,"hile at school, Taniyama Mai and her friends like to exchange ghost stories. Apparently, there is an abandoned school building on their campus that is the center of many ghost stories. During the story, they are interrupted by a mysterious male figure. The person turns out to be Shibuya Kazuya, a 17-year-old who is president of the Shibuya Psychic Research Company. He was called by the principal to investigate the stories surrounding the abandoned school building. The next day, on the way to school, Mai passes the school building in question. While examining a strange camera she spotted inside, she gets surprised by Kazuya's assistant. Unknowingly interfering with the investigation, Mai breaks the camera and Kazuya's assistant gets injured. Kazuya forcefully hires Mai in order to pay for the camera and replace his injured assistant. From that point on, Mai begins to learn about the paranormal world and the profession of ghost hunting.",Top100+,Top100+,88372.0,1366
7662,22319,Tokyo Ghoul,7.81,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",Tokyo Ghoul,TV,Short,Recent,Studio Pierrot,Manga,807.0,7,"Tokyo has become a cruel and merciless city—a place where vicious creatures called ""ghouls"" exist alongside humans. The citizens of this once great metropolis live in constant fear of these bloodthirsty savages and their thirst for human flesh. However, the greatest threat these ghouls pose is their dangerous ability to masquerade as humans and blend in with society. Based on the best-selling supernatural horror manga by Sui Ishida, Tokyo Ghoul follows Ken Kaneki, a shy, bookish college student, who is instantly drawn to Rize Kamishiro, an avid reader like himself. However, Rize is not exactly who she seems, and this unfortunate meeting pushes Kaneki into the dark depths of the ghouls' inhuman world. In a twist of fate, Kaneki is saved by the enigmatic waitress Touka Kirishima, and thus begins his new, secret life as a half-ghoul/half-human who must find a way to integrate into both societies.",Top-10,Top100+,1260191.0,7662
11749,35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.81,"Fantasy, Romance, Shoujo",Unknown,OVA,One episode,New,Madhouse,Manga,806.0,2831,"fter the conclusion of the Sakura Card Arc, life is going back to normal. There are no more mysteries, no more disturbances of evil, no more tests of strength. Everyone is moving on with their lives and Sakura feels a sadness in her heart. Even through the goodbyes, Sakura perseveres to keep everyone and a special someone, dear to her heart.",Top100+,Top100+,15364.0,11749
5276,10083,Shiki Specials,7.81,"Mystery, Horror, Supernatural, Thriller, Vampire",Shiki Specials,Special,Short,Recent,Daume,Light novel,805.0,2012,"The official website of the Shiki television anime series confirmed on Saturday that the anime's eighth and ninth Blu-ray Disc/DVD volumes will each include an unaired episode. The eighth volume will ship with Episode 21 and the unaired episode ""Dai Futatō to Han wa"" (a wordplay for ""Episode 20.5"") on May 25, 2011, while the ninth volume will ship with Episode 22 and the unaired episode ""Dai Futatō-ichi to Han wa"" (""Episode 21.5"") on June 22. (Source: ANN)",Top100+,Top100+,34270.0,5276
12004,35798,Detective Conan Movie 22: Zero The Enforcer,7.8,"Action, Drama, Mystery, Police",Detective Conan:Zero the Enforcer,Movie,One episode,New,TMS Entertainment,Manga,827.0,3817,"In the film's story, there is a sudden explosion at Tokyo Summit's giant Edge of Ocean facility. The shadow of Tooru Amuro, who works for the National Police Agency Security Bureau as Zero, appears at the site. In addition, the ""triple-face"" character is known as Rei Furuya as a detective and Kogorou Mouri's apprentice, and he is also known as Bourbon as a Black Organization member. Kogorou is arrested as a suspect in the case of the explosion. Conan conducts an investigation to prove Kogorou's innocence, but Amuro gets in his way. (Source: ANN)",Top100+,Top100+,9189.0,12004
4202,7044,Zan Sayonara Zetsubou Sensei Bangaichi,7.8,"Comedy, Parody, School, Shounen",Unknown,OVA,Short,Modern,Shaft,Manga,830.0,2765,Sayonara Zetsubou Sensei OVA.,Top100+,Top100+,14258.0,4202
6163,13767,Junjou Romantica OVA,7.8,"Comedy, Drama, Romance, Shounen Ai",Unknown,OVA,Short,Recent,Studio Deen,Manga,824.0,2423,OVAs that come with the limited premium edition of volumes 16 and 20 of the manga series.,Top100+,Top100+,21260.0,6163
5638,11001,Toshokan Sensou: Kakumei no Tsubasa,7.8,"Action, Comedy, Military, Romance",Unknown,Movie,One episode,Recent,Production I.G,Novel,829.0,3675,"Kasahara Iku and Dojo Atsushi receive an emergency recall in the middle of their date as Japan is rocked by a terror attack. Their new duty is a protection detail assigned to Touma Kurato, an author. Meanwhile, the relationship between Librarians and the Media Purity Committee is also worsening.",Top100+,Top100+,7223.0,5638
6851,17949,The Everlasting Guilty Crown,7.8,Music,Unknown,Music,One episode,Recent,Unknown,Unknown,828.0,3062,"""The Everlasting Guilty Crown"" is the second single by the music group EGOIST and is used as the second opening theme song of Guilty Crown . The limited edition release includes a DVD with a music video of the song's TV edit, animated in 3D CGI.",Top100+,Top100+,14063.0,6851
9110,29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.8,"Comedy, Drama, Slice of Life",Unknown,Movie,One episode,New,TYO Animations,Original,820.0,5570,The third movie of a four-part finale of Tamayura .,Top100+,Top100+,2293.0,9110
3815,6115,Lupin III vs. Detective Conan,7.8,"Action, Adventure, Comedy, Mystery, Shounen",Unknown,Special,One episode,Modern,TMS Entertainment,Unknown,824.0,3158,"In a country called Vesparand, a new mineral with super stealth properties has been discovered which attracts Lupin's attention. At the same time the untimely deaths of Queen Sakura and her son, Prince Gill, leave Princess Mira next in succession to the throne. During a trip to Japan, Princess Mira finds her double in Ran and takes the opportunity to trade places, which ends with Ran being spirited away to Vesparand with Conan, Zenigata, Kogoro Mouri, Lupin and Fujiko in tow. There they meet a waiting Jigen and solve the mystery of the deaths of the Queen and Prince. (Source: ANN)",Top100+,Top100+,14530.0,3815
236,269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Bleach,TV,Very long,Old,Studio Pierrot,Manga,818.0,33,"Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result. However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.",Top-50,Top100+,773158.0,236
14588,40262,Haikyuu!!: Riku vs. Kuu,7.8,"Comedy, Sports, Drama, School, Shounen",Unknown,OVA,Short,New,Production I.G,Manga,820.0,956,"se battle rages on at the Tokyo Qualifiers for the three remaining spots in the national volleyball competition. Nekoma High School, Fukurodani High School, Nohebi Academy, and Itachiyama Academy all passionately strive to participate in the tournament. Despite various issues on the court, Nekoma especially wishes to prove they are worthy of moving on to the national level. As the teams aim to secure their place by overcoming both their opponents and their own weaknesses, the Tokyo Qualifiers determine which teams will reign victorious and join the national competition.",Top100+,Top100+,88235.0,14588
1239,1425,Lupin III: Part II,7.8,"Action, Adventure, Mystery, Comedy, Seinen",Unknown,TV,Long,Very old,Tokyo Movie Shinsha,Manga,824.0,3305,"upin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice. (Source: ANN)",Top100+,Top100+,8581.0,1239
9537,30727,Saenai Heroine no Sodatekata ♭,7.8,"Harem, Comedy, Romance, Ecchi, School",Saekano:How to Raise a Boring Girlfriend .flat,TV,Short,New,A-1 Pictures,Light novel,826.0,606,"fter finally completing the first route of his visual novel, Blessing Software's producer Tomoya Aki is optimistic about the future of his team and achieving their goal of creating the best game of the season. However, they still have a long way to go. For one, Megumi Katou still has an incredibly flat personality and is unable to fit the role of Tomoya's ideal heroine. The other members of Blessing Software, Eriri Spencer Sawamura, Utaha Kasumigaoka, and Michiru Hyoudou, often forget she is even there due to her lack of presence and character. Throughout the development of their game, Blessing Software learns the struggles of working in an industry where deadlines must be met and edits are made constantly, and the hardships of working in a group setting.",Top100+,Top100+,120495.0,9537
7319,20431,Hoozuki no Reitetsu,7.8,"Comedy, Demons, Supernatural, Fantasy, Seinen",Hozuki's Coolheadedness,TV,Short-med,Recent,Wit Studio,Manga,822.0,1352,"Hell is a bureaucracy, and business is running smoother than ever thanks to the demonic efficiency of Hoozuki, chief deputy to Lord Enma, the King of Hell. Whether offering counsel to the Momotarou of Japanese folklore or receiving diplomatic missions from the Judeo-Christian Hell, the demon who runs the show from behind the king's imposing shadow is ready to beat down any challenges coming his way into a bloody pulp. Metaphorically, of course... The poster boy for micromanagement and armed with negotiation skills worthy of Wall Street, Hoozuki no Reitetsu follows the sadistic and level-headed Hoozuki as he spends his days troubleshooting hell. With an abundance of familiar faces from popular Japanese legends and East Asian mythology working middle management positions, this referential and anachronistic dark comedy brings new meaning to the phrase ""employer liability."" Just how hard could it be to manage employees from hell, anyway?",Top100+,Top100+,37484.0,7319
548,597,Neko no Ongaeshi,7.8,"Adventure, Drama, Fantasy",The Cat Returns,Movie,One episode,Old,Studio Ghibli,Other,825.0,791,"High school student Haru Yoshioka is bored with the monotony of life. One day, she saves Prince Lune of the Cat Kingdom from being run over by a truck. As a token of gratitude, the Cat King sends her ""presents"" and invites her to the Cat Kingdom to become Lune's wife. Haru's inability to properly communicate with the cats leads to the misunderstanding that she has accepted the proposal. As Haru ponders on ways to escape the predicament, a mysterious voice instructs her to search for the Cat Bureau. However, not long after she finally arrives at the bureau, a horde of cats swarms in and forcibly takes her to the Cat Kingdom, along with a member of the Cat Bureau. Concerned for their safety, owner of the Cat Bureau, Baron Humbert von Gikkingen, follows close behind. The more Haru immerses herself in the activities of the Cat Kingdom, the more cat-like she becomes. To her dismay, she soon learns that, unless she can find her true self, she may become a cat permanently. Haru's adventures in the world of cats lead her down a path to self-discovery, allowing her to return as a more confident person.",Top100+,Top100+,118336.0,548
411,451,InuYasha Movie 3: Tenka Hadou no Ken,7.8,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie 3:Swords of an Honorable Ruler,Movie,One episode,Old,Sunrise,Manga,828.0,1657,"Izayoi and Inu no Taishou, Inuyasha's parents, are having problems with a human named Setsuna no Takemaru. Sou'unga a magical sword that has been sealed away for 700 years is found. Now everyone is after the sword and its powers but it seems the sword has something else in mind. (Source: ANN)",Top100+,Top100+,44437.0,411
13273,37985,Aggressive Retsuko (ONA) 2nd Season,7.79,"Comedy, Slice of Life",Unknown,ONA,Short,New,Fanworks,Other,831.0,1841,"d panda Retsuko continues to work at her cyclic office job, with the occasional stress-venting via death metal karaoke on the side. With the company of her newfound friends Gori and Washimi, life is more enjoyable than ever before. But some new shake-ups to her status quo threaten to add more stress to her life. At the office, new employee Anai seems like a fine addition to the company. Yet when Retsuko is placed in charge of his training, she finds that beneath his steadfast dedication, he may pose a threat to the stability of the workplace. Meanwhile, at home, Retsuko's mother pays an abrupt visit, fully intent on having her daughter finally settle down and find a man. With this in mind, she sets Retsuko up for various marriage appointments, much to her chagrin. Now, Retsuko finds all the more reasons to head to the karaoke bar and unleash her furious diatribes. However, knowing that this will not truly solve her problems, she decides to make a more spontaneous choice to avoid her issues. And so, Retsuko finds herself set upon another self-reflecting journey, coming to learn more about herself and love, with the ever cathartic support of death metal karaoke.",Top100+,Top100+,44949.0,13273
703,795,Oniisama e...,7.79,"Psychological, Drama, School, Shoujo, Shoujo Ai","Brother, Dear Brother",TV,Med,Very old,Tezuka Productions,Manga,832.0,3031,"hen 16-year-old Nanako Misonoo enters the prestigious all-girls Seiran Academy, she believes a bright future awaits her. Instead, the unlucky girl finds herself dragged into a web of deceit, misery, and jealousy. On top of that, she is chosen as the newest inductee of the Sorority, an elite group whose members are the envy of the entire school. Having none of the grace, wealth, or talent of the other members, Nanako quickly draws the ire of her jealous classmates—especially the fierce Aya Misaki. To cope with her increasingly difficult school life, Nanako recalls her days through letters to her former teacher, Takehiko Henmi, whom she affectionately calls ""onii-sama"" (big brother). She also finds comfort with her four closest friends: her childhood friend Tomoko Arikura, the sociable but erratic Mariko Shinobu, the troubled musician Rei Asaka, and the athletic tomboy Kaoru Orihara. An impassioned drama about the hardships of bullying, Oniisama e... chronicles a young girl's harsh life at her new school, as she endures cruel rumours, heartless classmates, and countless social trials.",Top100+,Top100+,6830.0,703
4396,7645,Heartcatch Precure!,7.79,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",Unknown,TV,Med-long,Recent,Toei Animation,Original,842.0,3335,"Young flower enthusiast Tsubomi Hanasaki is often modest and quiet. But with her family moving to a new town, she aims to reinvent her image at her new school as someone more confident and outgoing. On moving day, she dreams of a mysterious tree in the sky guarded by a warrior named ""Cure Moonlight."" Tsubomi quickly learns that this was no ordinary dream when she encounters two mysterious fairies—Chypre and Coffret—who are being hunted down by a strange woman. When the woman summons a giant monster to attack the city, Tsubomi finds herself transforming into a warrior to fight the enemy! Taking on the alias ""Cure Blossom,"" Tsubomi learns that the woman is part of a villainous group that aims to turn the world into a lifeless desert, with her new duty being to stop it from happening. As Tsubomi continues to battle more monsters and uncover the secrets behind Cure Moonlight, will she find the confidence needed to overcome her timid nature?",Top100+,Top100+,8995.0,4396
9603,30902,Yuru Yuri Nachuyachumi!+,7.79,"Slice of Life, Comedy, Shoujo Ai",Unknown,Special,Short,New,TYO Animations,Manga,836.0,2408,Extra episodes of Yuru Yuri Nachuyachumi!,Top100+,Top100+,23553.0,9603
5199,9926,Sekaiichi Hatsukoi,7.79,"Comedy, Drama, Romance, Shounen Ai",Sekai Ichi Hatsukoi - World's Greatest First Love,TV,Short,Recent,Studio Deen,Manga,849.0,861,"fter having to deal with jealousy from his co-workers for working under his father's name, prideful literary editor Ritsu Onodera is determined to establish himself in the industry. To accomplish this, he quits his job at his father's publishing company and transfers to Marukawa Publishing. But instead of being placed in their literary division, Ritsu finds himself working as the rookie manga editor for the Emerald editing department, a team that operates under extremely tight schedules in order to meet deadlines. There, Ritsu is introduced to the infamous editor-in-chief Masamune Takano, a persistent man who strives for results. As it turns out, Takano is actually Ritsu's high school love, and it is the aftermath of that heartbreak has caused Ritsu's reluctance to fall in love again. Now with the two reunited after several years of separation, the reestablishment of their relationship is marked by Takano's vow to make Ritsu say that he loves him again. Sekaiichi Hatsukoi follows three couples that are interconnected within the manga industry, with each being subject to the budding of first love.",Top100+,Top100+,97455.0,5199
72,93,Mobile Suit Gundam SEED,7.79,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Mobile Suit Gundam SEED,TV,Med-long,Old,Sunrise,Original,850.0,1057,"In the year Cosmic Era 0071, the space colony Heliopolis remains neutral in the great war raging across the galaxy between Coordinators, human beings whose biological traits have been altered before birth, and Naturals, unaltered people who remain on the planet Earth. The Naturals' deep hatred of the Coordinators drove the advanced beings into space, seeking shelter in man-made colonies. Kira Yamato is a Coordinator and university student on Heliopolis, when his life is thrown into disarray as ZAFT, the military organization composed of rebellious Coordinators, attacks the colony in an effort to steal a set of five state-of-the-art military mobile suits known as Gundams. While ZAFT manages to make off with four of the mobile suits, Kira take control of the final Gundam, the Strike. Surviving the battle, Kira and his college friends join the crew of the Archangel, a ship run by the Earth Alliance, and the young soldiers experience the horrors of war and the loss that comes with it.",Top100+,Top100+,81932.0,72
2405,2828,Ie Naki Ko,7.79,"Adventure, Drama, Historical, Kids, Slice of Life",Unknown,TV,Med-long,Very old,"Madhouse, TMS Entertainment",Novel,840.0,4827,"mi is a boy living happily with his mother in the French countryside. But everything changes when his estranged father comes home and, in desperate need of money, reveals that Remi is adopted, and sells him. Heartbroken, Remi ends up with Vitalis, a traveling musician, and his troupe of animal entertainers. Together, they travel the country in search for Remi's real parents, along the way learning the harsh lessons of life. A deeply moving story about friendship, loss and the pursuit of happiness. (Source: AniDB)",Top100+,Top100+,3342.0,2405
8838,28881,New Initial D Movie: Legend 2 - Tousou,7.79,"Cars, Seinen, Sports",Initial D Legend 2 Racer,Movie,One episode,New,"SANZIGEN, LIDENFILMS",Manga,832.0,3775,The second movie in a trilogy.,Top100+,Top100+,8821.0,8838
7112,19319,Gundam Build Fighters,7.79,"Action, Sci-Fi, Mecha",Gundam Build Fighters,TV,Med,Recent,Sunrise,Original,841.0,2022,"Though Gundam Plastic Models, better known as Gunpla, exploded in popularity with the release of the anime series Mobile Suit Gundam , their presence faded before resurging with a new purpose. Through the power of Plavsky particles, fans are now able to pit their Gunpla against others in a virtual reality-style battle with the best competing at the annual Gunpla World Tournament. Sei Iori, whose father was a once finalist in the competition, dreams of one day conquering the contest himself. However, while Sei is an expert Gunpla builder, he lacks the prowess to effectively fight his creations during actual battle. In comes Reiji, a mysterious boy who is curiously ignorant of society but quickly demonstrates to Sei tremendous ability in Gunpla battles. The two boys decide to combine their strengths in order to sweep the Gunpla World Tournament and take the Gunpla world by storm.",Top100+,Top100+,30729.0,7112
5677,11237,Hidamari Sketch x SP,7.79,"Slice of Life, Comedy, School, Seinen",Hidamari Sketch x SP,Special,Short,Recent,Shaft,4-koma manga,839.0,4503,"Even though studying at a prestigious art school like Yamabuki is hard work, the girls who live at the Hidamari Apartments always manage to squeeze in time for a little fun and exploration. And when they actually get a day off? Watch out world! Yuno, Sae, Hiro, Miyako and new students Nori and Nazuna return to create another masterpiece of life as art, with all new adventures that include swimming, pajama parties, trips to the art museum and even an all-you-can-eat diner courtesy of the landlady! Of course, there’s always a little housework that has to be squeezed in, but with a pinch of resourcefulness and a dash of creativity, even the most onerous of chores can be turned into something magical. (Source: Sentai Filmworks)",Top100+,Top100+,5991.0,5677
14502,40082,Lupin III: The First,7.79,"Action, Adventure, Mystery, Comedy, Seinen",Lupin the 3rd:The First,Movie,One episode,New,"TMS Entertainment, Marza Animation Planet",Manga,848.0,4205,"The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich. The gang undertakes trap-filled tombs, aerial escapades, and daring prison escapes with the trademark wit and visual finesse that have made Lupin the 3rd one of the most storied animation franchises in the world, in a thrilling new caper that is sure to delight fans old and new. (Source: GKIDS, edited)",Top100+,Top100+,6188.0,14502
9849,31478,Bungou Stray Dogs,7.79,"Action, Comedy, Mystery, Seinen, Super Power, Supernatural",Bungo Stray Dogs,TV,Short,New,Bones,Manga,838.0,107,"For weeks, Atsushi Nakajima's orphanage has been plagued by a mystical tiger that only he seems to be aware of. Suspected to be behind the strange incidents, the 18-year-old is abruptly kicked out of the orphanage and left hungry, homeless, and wandering through the city. While starving on a riverbank, Atsushi saves a rather eccentric man named Osamu Dazai from drowning. Whimsical suicide enthusiast and supernatural detective, Dazai has been investigating the same tiger that has been terrorizing the boy. Together with Dazai's partner Doppo Kunikida, they solve the mystery, but its resolution leaves Atsushi in a tight spot. As various odd events take place, Atsushi is coerced into joining their firm of supernatural investigators, taking on unusual cases the police cannot handle, alongside his numerous enigmatic co-workers.",Top100+,Top100+,398394.0,9849
4427,7724,Shiki,7.79,"Horror, Mystery, Supernatural, Thriller, Vampire",Shiki,TV,Short-med,Recent,Daume,Manga,850.0,272,"Fifteen-year-old Megumi Shimizu dreamed of a glamorous life in the big city; however, her unexpected death in the quiet village of Sotoba marks the beginning of what appears to be a ferocious epidemic that turns the hot summer into a season of blood and terror. A young doctor named Toshio Ozaki begins to doubt the nature of the disease and comes to understand that to discover the truth, he must abandon his humanity. Meanwhile, Natsuno Yuuki, an antisocial youth from the city, is haunted by the sudden death of Megumi and must realize the pain of friendship in the face of his own tragedy. Toshio and Natsuno form an unlikely pair as they work together to save Sotoba before it transforms into a ghost town of vampires. Shiki , adapted from the horror novel written by Fuyumi Ono, goes beyond the average vampire story. It tells the tragic tale of survival in a world where one cannot easily distinguish between good and evil. Abandoned by God, the Shiki, as the vampires call themselves, have only their will to live as they clash with the fear of the paranoid/unbelieving villagers. Shiki explores the boundary that separates man from monster.",Top100+,Top100+,211692.0,4427
767,875,Mind Game,7.79,"Adventure, Comedy, Dementia, Psychological, Romance",Unknown,Movie,One episode,Old,Studio 4°C,Manga,844.0,1987,"fter seeing her jump onto a subway at the last second and getting her ankle crushed between the doors, Nishi reconnects with his high school sweetheart, Myon. Nishi is still very much in love with Myon, but is shocked to learn that she is engaged to another man. Nishi agrees to meet Myon's fiancé at her family's Yakitori restaurant, but members of the Yakuza storm the joint and murder Nishi when he tries to stop them from raping Myon. Nishi, now dead, wakes up and meets a constantly shapeshifting god, who mocks him for dying. The god tells Nishi to walk into a portal and disappear from existence, which Nishi rejects, choosing instead to sprint past the god and reanimate. With a new outlook on life and knowledge of how the Yakuza are going to attack him, Nishi kills one of the Yakuza with his own gun, fleeing in a stolen car with Myon and her sister. Acclaimed director Masaaki Yuasa's debut film, Mind Game 's constantly shifting visuals tell a story about living one's life without regrets that is unlike any other.",Top100+,Top100+,24034.0,767
505,552,Digimon Adventure,7.79,"Action, Adventure, Comedy, Fantasy, Kids",Digimon:Digital Monsters,TV,Med-long,Very old,Toei Animation,Other,839.0,419,"hen a group of seven children go to summer camp, the last thing that they expect is snow falling in July. In the confusion that follows this phenomenon, they each receive an odd device that transports them to another world. As soon as they wake up in this new world, they encounter strange creatures who call themselves ""Digimon."" The Digimon tell them that they've landed in the ""Digital World,"" far from home. With only the Digimon and the ""Digivices"" as protection, the seven children set off to find their way home and learn the reason why they were brought here. Led by the impulsive Taichi Yagami and his hungry Digimon partner Agumon, this group will have to fight unknown evils as they discover more about this outlandish Digital World.",Top100+,Top100+,211295.0,505
5292,10119,Seitokai Yakuindomo OVA,7.79,"Comedy, School, Shounen, Slice of Life",Unknown,OVA,Short,Recent,GoHands,4-koma manga,833.0,1323,It is the start of Takatoshi Tsuda's second year as the put-upon vice president of the student council and his sister Kotomi is entering school as a first year. New friends and double entendres are made. (Source: ANN),Top100+,Top100+,57345.0,5292
523,570,Jin-Rou,7.79,"Military, Police, Psychological, Drama, Romance",Jin-Roh:The Wolf Brigade,Movie,One episode,Old,Production I.G,Manga,846.0,1181,"In an alternate history, following World War II, civil unrest and terrorism run rampant in a devastated Japan under foreign occupation. During a botched interception of underground munitions being transferred by a terrorist organization, Constable Kazuki Fuse, a soldier in an elite counter-terrorism unit, witnesses the true terror of human nature. He fails to prevent a teenage girl from carrying out a desperate suicide bombing that subsequently causes immense destruction to Tokyo. With mental scars and his competence under question, Kazuki is sent back to the military academy for re-evaluation. Unbeknownst to him, he will soon be caught up in a web of government conspiracies that have the power to determine the future of all of Japan. Jin-Rou is a heart-wrenching tale of a man treading the fine line between human and beast, ultimately discovering to which side he truly belongs.",Top100+,Top100+,57561.0,523
1578,1824,Hadashi no Gen,7.79,"Drama, Historical",Barefoot Gen,Movie,One episode,Very old,Madhouse,Manga,837.0,2693,"It's the summer of 1945. 3 years have elapsed since the war between Japan and USA began. Gen is a young boy living a struggling yet satisfying life in the city of Hiroshima, that has been strangely spared by the bombing taken in almost every other Japanese City. Food is scarce, and Gen's family is suffering from severe malnutrition, which endangers his pregnant mother. There isn't much spare time as Gen and his little brother Shinji help their father and mother at work and try to make sure their family survives the tough times. Little do they know, what the Americans have in store for the city of Hiroshima and as of the 6th of August 1945, their lives are about to change dramatically. (Source: ANN)",Top100+,Top100+,14249.0,1578
9285,30123,Akagami no Shirayuki-hime,7.79,"Fantasy, Romance, Drama, Shoujo",Snow White with the Red Hair,TV,Short,New,Bones,Manga,837.0,284,"lthough her name means ""snow white,"" Shirayuki is a cheerful, red-haired girl living in the country of Tanbarun who works diligently as an apothecary at her herbal shop. Her life changes drastically when she is noticed by the silly prince of Tanbarun, Prince Raji, who then tries to force her to become his concubine. Unwilling to give up her freedom, Shirayuki cuts her long red hair and escapes into the forest, where she is rescued from Raji by Zen Wistalia, the second prince of a neighboring country, and his two aides. Hoping to repay her debt to the trio someday, Shirayuki sets her sights on pursuing a career as the court herbalist in Zen's country, Clarines. Akagami no Shirayuki-hime depicts Shirayuki's journey toward a new life at the royal palace of Clarines, as well as Zen's endeavor to become a prince worthy of his title. As loyal friendships are forged and deadly enemies formed, Shirayuki and Zen slowly learn to support each other as they walk their own paths.",Top100+,Top100+,229101.0,9285
10664,33280,Gochuumon wa Usagi Desu ka??: Dear My Sister,7.79,"Slice of Life, Comedy",Is the order a rabbit?? Dear My Sister,Movie,One episode,New,production doA,4-koma manga,835.0,3001,"Cocoa visits her family, in the mountains, after quite some time again after her sister Mocha wrote her, through a letter, to come back soon. Her friends will have to spend a week in the town without her, while Cocoa has time with her family that she hasn't seen for a long time. But Chino, Cocoa's self proclaimed little sister, wants to go watch, with Cocoa and all her friends, the fireworks in the fireworks festival, which is coming up in less than a week. Cocoa decides to return early as she misses them all, but will she arrive in time for the climax of the festival? (Source: TMDB)",Top100+,Top100+,11285.0,10664
4604,8311,Tegamibachi Reverse,7.78,"Adventure, Supernatural, Fantasy, Shounen",Tegami Bachi:Letter Bee Reverse,TV,Med,Recent,Studio Pierrot,Manga,873.0,2145,"fter Niche carries the wounded and stunned Lag back to the Bee Hive, the Letter Bee finally begins to piece the puzzle together. Now he knows what's happened to Gauche, why the Marauders are so focused on stealing mail and the actual intent of the group controlling both, Reverse. However, when he's forbidden to reveal the truth, Lag is soon forced out of the artificial sunlight and back into the world of perpetual night. And soon Reverse's plot to take down the Letter Bees and overthrow the Amberground government begins to accelerate. If things weren't already bad enough, the giant insect creatures called gaichuu are apparently evolving into something new; there may be traitors working within the Hive; and Niche's sister, who's definitely not human friendly, shows up to turn family drama into a full-scale siege! It all spells serious trouble for the Letter Bees, but if anyone can weather the storms and gloom of night, Lag and his team are the ones who'll deliver. (Source: FUNimation)",Top100+,Top100+,24002.0,4604
5387,10357,Jinrui wa Suitai Shimashita,7.78,"Comedy, Fantasy, Seinen",Humanity Has Declined,TV,Short,Recent,AIC ASTA,Light novel,867.0,935,"Because of the constantly declining birth rates over many decades, human civilization is all but extinct. With only a few humans remaining, they survive in this post-apocalyptic world with what was left behind by the previous generations. Earth is now dominated by fairies, tiny creatures with extremely advanced technology, an obsession with candy, and a complete disregard for human safety. A young girl who has just finished her studies returns to her hometown and is designated as an official United Nations arbitrator. Her duty is to serve as a link between mankind and fairies, reassuring each side that both races can live together peacefully. She imagines this task will be easy enough, but controlling the disasters created by the oblivious fairies in their pursuit of candy will require a lot more effort than she initially believes.",Top100+,Top100+,53829.0,5387
7136,19489,Little Witch Academia: Mahoujikake no Parade,7.78,"Adventure, Comedy, Magic, Fantasy, School",Little Witch Academia:The Enchanted Parade,Movie,One episode,New,Trigger,Original,872.0,1033,"You can tell witch training is not going swimmingly for the young sorceresses Akko, Lotte, and Sucy—they face expulsion for screwing up one class too many, and their only way out is if they successfully organize their academy's annual parade through a nearby town. But when they stumble upon the momentous discovery that the objective of the parade is to humiliate witches and commemorate their past subjugation, Akko decides it is time for a change: It is time to show the world how fantastic modern witches truly are! However, with the other girls struggling to keep up with Akko's grandiose ambitions, and everything from mischievous boys to slumbering giants getting in their way, maybe pulling it off will require not only all the magical prowess the pupils of Luna Nova Magical Academy can muster, but also a miracle.",Top100+,Top100+,82583.0,7136
